央视,#genre#	
华视新闻资讯,http://www.336699.live:1935/blockfour/4gtv-4gtv052.stream/playlist.m3u8
靖洋戏剧,http://www.336699.live:1935/blockfour/4gtv-4gtv045.stream/playlist.m3u8
靖天日本,http://www.336699.live:1935/blockfour/4gtv-4gtv047.stream/playlist.m3u8
采昌,http://www.336699.live:1935/blockfour/4gtv-4gtv049.stream/playlist.m3u8
华视新闻,http://www.336699.live:1935/blockfour/4gtv-4gtv052.stream/playlist.m3u8
靖天欢乐台,http://www.336699.live:1935/blockfour/4gtv-4gtv054.stream/playlist.m3u8
靖天映画台,http://www.336699.live:1935/blockfour/4gtv-4gtv055.stream/playlist.m3u8
靖洋卡通台,http://www.336699.live:1935/blockfour/4gtv-4gtv057.stream/playlist.m3u8
靖天戏剧台,http://www.336699.live:1935/blockfour/4gtv-4gtv058.stream/playlist.m3u8
靖天电影台,http://www.336699.live:1935/blockfour/4gtv-4gtv061.stream/playlist.m3u8
靖天国际台,http://www.336699.live:1935/blockfour/4gtv-4gtv063.stream/playlist.m3u8
靖天育乐台,http://www.336699.live:1935/blockfour/4gtv-4gtv062.stream/playlist.m3u8
中视青采,http://www.336699.live:1935/blockfour/4gtv-4gtv064.stream/playlist.m3u8
TVBS欢乐,http://www.336699.live:1935/blockfour/4gtv-4gtv068.stream/playlist.m3u8
ELTA娱乐,http://www.336699.live:1935/blockfour/4gtv-4gtv070.stream/playlist.m3u8
TVBS,http://www.336699.live:1935/blockfour/4gtv-4gtv073.stream/playlist.m3u8
中视新闻,http://www.336699.live:1935/blockfour/4gtv-4gtv074.stream/playlist.m3u8
catch play,http://www.336699.live:1935/blockfour/4gtv-4gtv076.stream/playlist.m3u8
trace,http://www.336699.live:1935/blockfour/4gtv-4gtv077.stream/playlist.m3u8
中视经典,http://www.336699.live:1935/blockfour/4gtv-4gtv080.stream/playlist.m3u8
arirang,http://www.336699.live:1935/blockfour/4gtv-4gtv079.stream/playlist.m3u8


测试2,#genre#

凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰中文,http://175.154.201.15:8090/custom19.m3u8
凤凰资讯,http://175.154.201.15:8090/custom20.m3u8
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8 
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
翡翠台,http://r.jdshipin.com/qClQf
明珠台,http://r.jdshipin.com/ZQ4kN
明珠台,http://120.84.96.62:808/hls/26/index.m3u8?blog.ntnas.top
有线新闻,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
功夫台,https://cn-hbyc2-dx-live-01.bilivideo.com/live-bvc/545768/live_179302204_68184269.m3u8 
莲花卫视,http://107.151.203.111:2209/135/hk.php?id=amlh
澳亚卫视,http://107.151.203.111:2209/135/hk.php?id=aoya
J2,http://baidu.douyincdn.freetvtv.com/j2/index.m3u8
翡翠台,http://baidu.douyincdn.freetvtv.com/jade2/index.m3u8
明珠台,http://baidu.douyincdn.freetvtv.com/peal/m2.m3u8
纬来体育,http://123.51.230.108:18509/.m3u8
龙华戏剧,http://123.51.230.108:18513/.m3u8
东森财经,http://123.51.230.108:18515/.m3u8
龙华日韩,http://123.51.230.108:18551/.m3u8
东风37,http://123.51.230.108:18560/.m3u8
有线新闻台,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
耀才财经新闻,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
耀才财经新闻,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
财经体育资讯台,http://120.84.96.62:808/hls/86/index.m3u8?blog.ntnas.top
财经体育资讯台,https://p2.weizan.cn/1646497941/269664979080385265/live.m3u8
巴西_Universal,http://208.115.225.174:14128
WB TV,http://208.115.225.174:14132
HBO,http://208.115.225.174:14136
HBO 2,http://208.115.225.174:14140
HBO Mundi,http://208.115.225.174:14148
HBO signature,http://208.115.225.174:14160
HBO,http://208.115.225.174:14165
Sbt,http://208.115.225.174:14170
Sbt,http://208.115.225.174:14173
Sbt,http://208.115.225.174:14176
Animal Planet,http://208.115.225.174:14192
14259,http://208.115.225.174:14259
BDMG,http://208.115.225.174:14263
14271,http://208.115.225.174:14271
Show FE,http://208.115.225.174:14420
Show FE,http://208.115.225.174:14428
Premiere,http://208.115.225.174:14460
Premiere,http://208.115.225.174:14468
ESPN 4,http://208.115.225.174:14510
有线新闻,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
HBO,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
TVB无线财经,http://120.84.96.62:808/hls/86/index.m3u8
TVB无线财经,http://120.84.96.55:808/hls/86/index.m3u8
澳门莲花,http://nettvpro.live/hls/lotustv.php
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
澳门莲花,https://p.ggiptv.com/v/macaulotustv.php
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
龙祥时代,http://120.84.96.62:808/hls/35/index.m3u8
WB TV,http://208.115.225.174:14132
HBO,http://208.115.225.174:14136
HBO 2,http://208.115.225.174:14140
HBO Mundi,http://208.115.225.174:14148
HBO signature,http://208.115.225.174:14160
HBO X,http://208.115.225.174:14165
好莱坞电影,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8?blog.ntnas.top
动物星球,http://208.115.225.174:14192

测试3,#genre#

HBO,http://line.premiumpowers.net:80/Manuel/1234567/941648
HBO家庭,http://line.premiumpowers.net:80/Manuel/1234567/941646
HBO原创,http://line.premiumpowers.net:80/Manuel/1234567/941645
HBO强档,http://line.premiumpowers.net:80/Manuel/1234567/941647
AXN,http://line.premiumpowers.net:80/Manuel/1234567/941660
CINEMAX,http://line.premiumpowers.net:80/Manuel/1234567/941659
HITS MOVIES,http://line.premiumpowers.net:80/Manuel/1234567/941606
ANIMAX,http://line.premiumpowers.net:80/Manuel/1234567/941676
ROCK,http://line.premiumpowers.net:80/Manuel/1234567/941643
CCM经典,http://line.premiumpowers.net:80/Manuel/1234567/941639
天映,http://line.premiumpowers.net:80/Manuel/1234567/941618
卫视电影台,http://line.premiumpowers.net:80/Manuel/1234567/941625
NOW紫金国际台,http://line.premiumpowers.net:80/Manuel/1234567/941630
NOW MAKE,http://line.premiumpowers.net:80/Manuel/1234567/941655
NET WORK,http://line.premiumpowers.net:80/Manuel/1234567/941654
TVB 1,http://line.premiumpowers.net:80/Manuel/1234567/153396
TVB E,http://line.premiumpowers.net:80/Manuel/1234567/153398
无线新闻,http://line.premiumpowers.net:80/Manuel/1234567/153399
TVB 戏剧,http://line.premiumpowers.net:80/Manuel/1234567/153400
TVB 翡翠,http://line.premiumpowers.net:80/Manuel/1234567/153401
F新时代1,http://line.premiumpowers.net:80/Manuel/1234567/90351
F新时代2,http://line.premiumpowers.net:80/Manuel/1234567/90352
TVB星河,http://line.premiumpowers.net:80/Manuel/1234567/941620
翡翠 海外版,http://line.premiumpowers.net:80/Manuel/1234567/941619
TVBS新闻,http://line.premiumpowers.net:80/Manuel/1234567/941622
UHB都会,http://line.premiumpowers.net:80/Manuel/1234567/941649
UHB都会,http://line.premiumpowers.net:80/Manuel/1234567/941650
UHB都会,http://line.premiumpowers.net:80/Manuel/1234567/941633
UHB都会,http://line.premiumpowers.net:80/Manuel/1234567/941632
UHB娱家,http://line.premiumpowers.net:80/Manuel/1234567/941651
UHB娱家,http://line.premiumpowers.net:80/Manuel/1234567/941634
HISTORY,http://line.premiumpowers.net:80/Manuel/1234567/941661
爱自然,http://line.premiumpowers.net:80/Manuel/1234567/941663
WB TV,http://line.premiumpowers.net:80/Manuel/1234567/941652
国家地理1,http://line.premiumpowers.net:80/Manuel/1234567/941664
国家地理2,http://line.premiumpowers.net:80/Manuel/1234567/941665
CRIME+,http://line.premiumpowers.net:80/Manuel/1234567/941666
BBC earth,http://line.premiumpowers.net:80/Manuel/1234567/941667
BBC lifesyle,thttp://line.premiumpowers.net:80/Manuel/1234567/941668
NICK JR,http://line.premiumpowers.net:80/Manuel/1234567/941670
NICK CLODEON,http://line.premiumpowers.net:80/Manuel/1234567/941671
BBC CBEEBIES,http://line.premiumpowers.net:80/Manuel/1234567/941672
CART NITO,http://line.premiumpowers.net:80/Manuel/1234567/941673
BABY FIRST,http://line.premiumpowers.net:80/Manuel/1234567/941675
FTV,http://line.premiumpowers.net:80/Manuel/1234567/941677
HUB SPORTS4,http://line.premiumpowers.net:80/Manuel/1234567/941681
ABC AUSTRALIA,http://line.premiumpowers.net:80/Manuel/1234567/941682
FOX NEWS, http://line.premiumpowers.net:80/Manuel/1234567/941685
DW NEWS,http://line.premiumpowers.net:80/Manuel/1234567/941687
CNBC NEWS,http://line.premiumpowers.net:80/Manuel/1234567/941689
CNN LIVE,http://line.premiumpowers.net:80/Manuel/1234567/941690
BBC WORLD NEWS,http://line.premiumpowers.net:80/Manuel/1234567/941693
亚洲旅游,http://line.premiumpowers.net:80/Manuel/1234567/941640
迪士尼卡通,http://line.premiumpowers.net:80/Manuel/1234567/941656
YTV,http://line.premiumpowers.net:80/Manuel/1234567/941657
CINEMA WORLD,http://line.premiumpowers.net:80/Manuel/1234567/941658
KBS WORLD,http://line.premiumpowers.net:80/Manuel/1234567/941631
KBS WORLD,http://line.premiumpowers.net:80/Manuel/1234567/941604
UHB剧场首选,http://line.premiumpowers.net:80/Manuel/1234567/941638
GEM,http://line.premiumpowers.net:80/Manuel/1234567/941635
GEM,http://line.premiumpowers.net:80/Manuel/1234567/941608
2ND,http://line.premiumpowers.net:80/Manuel/1234567/941636
TVBS亚洲台,http://line.premiumpowers.net:80/Manuel/1234567/941621
TVN,http://line.premiumpowers.net:80/Manuel/1234567/941623
卫视中文台,http://line.premiumpowers.net:80/Manuel/1234567/941624
ONE,http://line.premiumpowers.net:80/Manuel/1234567/941628
ONE,http://line.premiumpowers.net:80/Manuel/1234567/941601
ONE,http://line.premiumpowers.net:80/Manuel/1234567/941602
NHK,http://line.premiumpowers.net:80/Manuel/1234567/941610
SONGS,http://line.premiumpowers.net:80/Manuel/1234567/941611
8TV,http://line.premiumpowers.net:80/Manuel/1234567/941616
MEDIACORP,http://line.premiumpowers.net:80/Manuel/1234567/941617
CITSA,http://line.premiumpowers.net:80/Manuel/1234567/941612
KARISMA,http://line.premiumpowers.net:80/Manuel/1234567/941605
ASTRO WARNA,http://line.premiumpowers.net:80/Manuel/1234567/941609
SUN MUSIC,http://line.premiumpowers.net:80/Manuel/1234567/941590
SUN TV,http://line.premiumpowers.net:80/Manuel/1234567/941591
SONY MAX,http://line.premiumpowers.net:80/Manuel/1234567/941592
SONY TV,http://line.premiumpowers.net:80/Manuel/1234567/941593
NDTV,http://line.premiumpowers.net:80/Manuel/1234567/941594
KTV,http://line.premiumpowers.net:80/Manuel/1234567/941595
COLORS1,http://line.premiumpowers.net:80/Manuel/1234567/941597
COLORS2,http://line.premiumpowers.net:80/Manuel/1234567/941598
COLORS3,http://line.premiumpowers.net:80/Manuel/1234567/941599
ZEE1,http://line.premiumpowers.net:80/Manuel/1234567/941587
ZEE2,http://line.premiumpowers.net:80/Manuel/1234567/941588
ZEE3,http://line.premiumpowers.net:80/Manuel/1234567/941589
SPO TV1,http://line.premiumpowers.net:80/Manuel/1234567/941564
STAR HUB,http://line.premiumpowers.net:80/Manuel/1234567/941567
BEIN SPORTS2,http://line.premiumpowers.net:80/Manuel/1234567/941568
BEIN SPORTS1,http://line.premiumpowers.net:80/Manuel/1234567/941569
NBA,http://line.premiumpowers.net:80/Manuel/1234567/941562
SPO TV2,http://line.premiumpowers.net:80/Manuel/1234567/941563

